case,hour_of_year,zone_idx,exterior_temp_c,expected_load_w,rel_err
Case800,1314,4,28.326237921249266,0.0,0.0
Case800,1401,0,37.35289542689063,46.896435120692885,7.180872865767136e-09
Case800,1401,1,37.35289542689063,46.896435120692885,7.180872865767136e-09
Case800,1401,2,37.35289542689063,46.896435120692885,7.180872865767136e-09
Case800,1401,3,37.35289542689063,46.896435120692885,7.180872865767136e-09
Case800,1401,4,37.35289542689063,46.896435120692885,7.180872865767136e-09
Case800,1489,0,35.56142110239922,49.67077292484582,7.496472561999058e-09
Case800,1489,1,35.56142110239922,49.67077292484582,7.496472561999058e-09
Case800,1489,2,35.56142110239922,49.67077292484582,7.496472561999058e-09
Case800,1489,3,35.56142110239922,49.67077292484582,7.496472561999058e-09
Case800,1489,4,35.56142110239922,49.67077292484582,7.496472561999058e-09
Case800,1576,0,30.33402921916187,4.36686152624099,4.187382638122596e-08
Case800,1576,1,30.33402921916187,4.36686152624099,4.187382638122596e-08
Case800,1576,2,30.33402921916187,4.36686152624099,4.187382638122596e-08
Case800,1576,3,30.33402921916187,4.36686152624099,4.187382638122596e-08
Case800,1576,4,30.33402921916187,4.36686152624099,4.187382638122596e-08
Case800,1664,0,39.34551865884495,32.0170288225866,4.370440860075094e-10
Case800,1664,1,39.34551865884495,32.0170288225866,4.370440860075094e-10
Case800,1664,2,39.34551865884495,32.0170288225866,4.370440860075094e-10
Case800,1664,3,39.34551865884495,32.0170288225866,4.370440860075094e-10
Case800,1664,4,39.34551865884495,32.0170288225866,4.370440860075094e-10
Case800,1752,0,35.31479122813215,49.197660538777136,3.6886682606142543e-08
Case800,1752,1,35.31479122813215,49.197660538777136,3.6886682606142543e-08
Case800,1752,2,35.31479122813215,49.197660538777136,3.6886682606142543e-08
Case800,1752,3,35.31479122813215,49.197660538777136,3.6886682606142543e-08
Case800,1752,4,35.31479122813215,49.197660538777136,3.6886682606142543e-08
Case800,1839,0,32.02313074454578,25.261755828877035,3.322227550848227e-08
Case800,1839,1,32.02313074454578,25.261755828877035,3.322227550848227e-08
Case800,1839,2,32.02313074454578,25.261755828877035,3.322227550848227e-08
Case800,1839,3,32.02313074454578,25.261755828877035,3.322227550848227e-08
