Hour,Month,Day,HourOfDay,OutdoorTemp,ZoneTemp,MassTemp,SolarGain,InternalLoad,HVACHeating,HVACCooling,InfiltrationLoss,EnvelopeConduction
0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
