Rank,Parameter,NormalizedCoeff,CVRMSE,NMBE,Slope
1,Parameter 0,74.9808640497447,18.745516009224577,-0.000000000000013892027186192322,20.419865704159566
2,Parameter 1,74.9808640497447,14.314571688821648,-0.000000000000010915164217722539,13.392313886970612
