Hour,Outdoor_Temp,Ground_Temp,Zone_Temps,Mass_Temps,Surface_Temps,Solar_Watts,Internal_Watts,HVAC_Watts,InterZone_Watts,Infiltration_Watts
0,-9.95,10.00,20.00,19.68,19.84,0.00,200.00,3431.86,0.00,434.16
1,-11.01,10.00,20.00,19.36,19.68,0.00,200.00,3586.10,0.00,434.16
2,-11.66,10.00,20.00,19.04,19.52,0.00,200.00,3690.08,0.00,434.16
3,-11.85,10.00,20.00,18.72,19.36,0.00,200.00,3737.80,0.00,434.16
4,-11.57,10.00,20.00,18.42,19.21,0.00,200.00,3727.01,0.00,434.16
5,-10.82,10.00,20.00,18.14,19.07,0.00,200.00,3659.40,0.00,434.16
6,-9.67,10.00,20.00,17.87,18.94,0.00,200.00,3540.50,0.00,434.16
7,-8.18,10.00,20.00,17.63,18.81,0.00,200.00,3379.26,0.00,434.16
8,-6.45,10.00,20.00,17.42,18.71,176.78,200.00,3123.15,0.00,434.16
9,-4.61,10.00,20.00,17.26,18.63,515.37,200.00,2790.77,0.00,434.16
10,-2.77,10.00,20.00,17.14,18.57,684.87,200.00,2516.90,0.00,434.16
11,-1.05,10.00,20.00,17.04,18.52,789.26,200.00,2279.53,0.00,434.16
12,0.42,10.00,21.68,17.44,19.56,7422.61,200.00,0.00,0.00,470.73
13,1.54,10.00,20.00,17.37,18.68,790.65,200.00,1945.57,0.00,434.16
14,2.25,10.00,20.00,17.29,18.65,684.81,200.00,1902.25,0.00,434.16
15,2.50,10.00,20.00,17.21,18.61,515.34,200.00,1938.20,0.00,434.16
16,2.26,10.00,20.00,17.11,18.55,176.73,200.00,2094.51,0.00,434.16
17,1.56,10.00,20.00,16.98,18.49,0.00,200.00,2249.80,0.00,434.16
18,0.44,10.00,20.00,16.85,18.43,0.00,200.00,2392.58,0.00,434.16
19,-1.03,10.00,20.00,16.71,18.35,0.00,200.00,2577.57,0.00,434.16
20,-2.73,10.00,20.00,16.55,18.27,0.00,200.00,2793.06,0.00,434.16
21,-4.57,10.00,20.00,16.37,18.18,0.00,200.00,3025.26,0.00,434.16
22,-6.41,10.00,20.00,16.18,18.09,0.00,200.00,3259.25,0.00,434.16
23,-8.13,10.00,20.00,15.97,17.99,0.00,200.00,3480.01,0.00,434.16
24,-9.61,10.00,20.00,15.75,17.88,0.00,200.00,3673.14,0.00,434.16
25,-10.76,10.00,20.00,15.53,17.76,0.00,200.00,3826.94,0.00,434.16
26,-11.50,10.00,20.00,15.30,17.65,0.00,200.00,3931.61,0.00,434.16
27,-11.78,10.00,20.00,15.08,17.54,0.00,200.00,3980.94,0.00,434.16
28,-11.59,10.00,20.00,14.86,17.43,0.00,200.00,3972.54,0.00,434.16
29,-10.94,10.00,20.00,14.65,17.33,0.00,200.00,3907.92,0.00,434.16
30,-9.88,10.00,20.00,14.46,17.23,0.00,200.00,3792.43,0.00,434.16
31,-8.48,10.00,20.00,14.29,17.14,0.00,200.00,3634.89,0.00,434.16
32,-6.84,10.00,20.00,14.15,17.08,179.69,200.00,3381.55,0.00,434.16
33,-5.08,10.00,20.00,14.06,17.03,517.12,200.00,3053.39,0.00,434.16
34,-3.31,10.00,20.00,14.00,17.00,685.83,200.00,2783.45,0.00,434.16
35,-1.67,10.00,20.00,13.96,16.98,809.75,200.00,2542.34,0.00,434.16
36,-0.27,10.00,20.20,14.41,17.30,7426.24,200.00,0.00,0.00,438.41
37,0.80,10.00,20.00,14.39,17.19,811.64,200.00,2214.74,0.00,434.16
38,1.46,10.00,20.00,14.37,17.19,685.76,200.00,2180.40,0.00,434.16
39,1.66,10.00,20.00,14.34,17.17,517.08,200.00,2217.13,0.00,434.16
40,1.39,10.00,20.00,14.29,17.14,179.64,200.00,2373.30,0.00,434.16
41,0.66,10.00,20.00,14.21,17.11,0.00,200.00,2529.08,0.00,434.16
42,-0.48,10.00,20.00,14.13,17.06,0.00,200.00,2670.39,0.00,434.16
43,-1.96,10.00,20.00,14.03,17.01,0.00,200.00,2852.98,0.00,434.16
44,-3.66,10.00,20.00,13.91,16.96,0.00,200.00,3065.08,0.00,434.16
45,-5.49,10.00,20.00,13.78,16.89,0.00,200.00,3292.90,0.00,434.16
46,-7.31,10.00,20.00,13.63,16.82,0.00,200.00,3521.52,0.00,434.16
47,-9.00,10.00,20.00,13.47,16.73,0.00,200.00,3735.90,0.00,434.16
48,-10.44,10.00,20.00,13.29,16.65,0.00,200.00,3921.16,0.00,434.16
49,-11.54,10.00,20.00,13.11,16.55,0.00,200.00,4066.68,0.00,434.16
50,-12.23,10.00,20.00,12.92,16.46,0.00,200.00,4162.16,0.00,434.16
51,-12.45,10.00,20.00,12.74,16.37,0.00,200.00,4201.48,0.00,434.16
52,-12.19,10.00,20.00,12.56,16.28,0.00,200.00,4182.27,0.00,434.16
53,-11.47,10.00,20.00,12.39,16.20,0.00,200.00,4106.14,0.00,434.16
54,-10.33,10.00,20.00,12.24,16.12,0.00,200.00,3978.52,0.00,434.16
55,-8.84,10.00,20.00,12.11,16.05,0.00,200.00,3808.31,0.00,434.16
56,-7.12,10.00,20.00,12.01,16.01,182.84,200.00,3540.71,0.00,434.16
57,-5.27,10.00,20.00,11.96,15.98,519.00,200.00,3199.53,0.00,434.16
58,-3.41,10.00,20.00,11.94,15.97,686.85,200.00,2916.21,0.00,434.16
59,-1.68,10.00,20.00,11.95,15.97,837.00,200.00,2651.73,0.00,434.16
60,-0.18,10.00,20.00,12.43,16.21,7430.06,200.00,68.26,0.00,434.16
61,0.98,10.00,20.00,12.45,16.23,839.50,200.00,2296.38,0.00,434.16
62,1.73,10.00,20.00,12.48,16.24,686.78,200.00,2258.16,0.00,434.16
63,2.02,10.00,20.00,12.49,16.24,518.96,200.00,2281.37,0.00,434.16
64,1.83,10.00,20.00,12.48,16.24,182.78,200.00,2424.28,0.00,434.16
65,1.18,10.00,20.00,12.44,16.22,0.00,200.00,2568.94,0.00,434.16
66,0.11,10.00,20.00,12.40,16.20,0.00,200.00,2698.64,0.00,434.16
67,-1.29,10.00,20.00,12.34,16.17,0.00,200.00,2870.33,0.00,434.16
68,-2.93,10.00,20.00,12.26,16.13,0.00,200.00,3072.35,0.00,434.16
69,-4.70,10.00,20.00,12.17,16.09,0.00,200.00,3290.99,0.00,434.16
70,-6.47,10.00,20.00,12.06,16.03,0.00,200.00,3511.39,0.00,434.16
71,-8.13,10.00,20.00,11.94,15.97,0.00,200.00,3718.58,0.00,434.16
72,-9.53,10.00,20.00,11.80,15.90,0.00,200.00,3897.19,0.00,434.16
73,-10.62,10.00,20.00,11.65,15.83,0.00,200.00,4037.72,0.00,434.16
74,-11.29,10.00,20.00,11.50,15.75,0.00,200.00,4129.37,0.00,434.16
75,-11.51,10.00,20.00,11.36,15.68,0.00,200.00,4166.02,0.00,434.16
76,-11.26,10.00,20.00,11.21,15.61,0.00,200.00,4145.34,0.00,434.16
77,-10.55,10.00,20.00,11.08,15.54,0.00,200.00,4068.92,0.00,434.16
78,-9.43,10.00,20.00,10.97,15.48,0.00,200.00,3942.17,0.00,434.16
79,-7.98,10.00,20.00,10.87,15.43,0.00,200.00,3773.98,0.00,434.16
80,-6.30,10.00,20.00,10.80,15.40,186.22,200.00,3508.28,0.00,434.16
81,-4.50,10.00,20.00,10.78,15.39,521.00,200.00,3171.79,0.00,434.16
82,-2.70,10.00,20.00,10.79,15.40,687.93,200.00,2893.99,0.00,434.16
83,-1.03,10.00,20.00,10.83,15.41,872.23,200.00,2623.20,0.00,434.16
84,0.40,10.00,20.00,11.34,15.67,7434.06,200.00,57.95,0.00,434.16
85,1.48,10.00,20.00,11.39,15.70,875.45,200.00,2282.20,0.00,434.16
86,2.15,10.00,20.00,11.44,15.72,687.86,200.00,2264.99,0.00,434.16
87,2.35,10.00,20.00,11.47,15.74,520.96,200.00,2296.92,0.00,434.16
88,2.07,10.00,20.00,11.48,15.74,186.15,200.00,2448.87,0.00,434.16
89,1.33,10.00,20.00,11.47,15.73,0.00,200.00,2604.66,0.00,434.16
90,0.18,10.00,20.00,11.44,15.72,0.00,200.00,2744.54,0.00,434.16
91,-1.32,10.00,20.00,11.40,15.70,0.00,200.00,2926.57,0.00,434.16
92,-3.06,10.00,20.00,11.34,15.67,0.00,200.00,3138.97,0.00,434.16
93,-4.92,10.00,20.00,11.26,15.63,0.00,200.00,3367.89,0.00,434.16
94,-6.78,10.00,20.00,11.17,15.58,0.00,200.00,3598.39,0.00,434.16
95,-8.52,10.00,20.00,11.05,15.53,0.00,200.00,3815.37,0.00,434.16
96,-10.00,10.00,20.00,10.93,15.46,0.00,200.00,4002.82,0.00,434.16
97,-11.16,10.00,20.00,10.79,15.40,0.00,200.00,4152.20,0.00,434.16
98,-11.91,10.00,20.00,10.65,15.33,0.00,200.00,4252.07,0.00,434.16
99,-12.19,10.00,20.00,10.51,15.26,0.00,200.00,4296.25,0.00,434.16
100,-12.00,10.00,20.00,10.38,15.19,0.00,200.00,4282.28,0.00,434.16
101,-11.34,10.00,20.00,10.26,15.13,0.00,200.00,4211.71,0.00,434.16
102,-10.26,10.00,20.00,10.15,15.07,0.00,200.00,4089.87,0.00,434.16
103,-8.85,10.00,20.00,10.06,15.03,0.00,200.00,3925.58,0.00,434.16
104,-7.19,10.00,20.00,10.00,15.00,189.82,200.00,3661.41,0.00,434.16
105,-5.40,10.00,20.00,9.98,14.99,523.13,200.00,3327.20,0.00,434.16
106,-3.61,10.00,20.00,10.00,15.00,689.07,200.00,3050.40,0.00,434.16
107,-1.94,10.00,20.00,10.05,15.02,916.74,200.00,2763.34,0.00,434.16
108,-0.51,10.00,20.00,10.56,15.28,7438.22,200.00,210.98,0.00,434.16
109,0.60,10.00,20.00,10.62,15.31,920.78,200.00,2417.48,0.00,434.16
110,1.30,10.00,20.00,10.68,15.34,688.99,200.00,2412.33,0.00,434.16
111,1.54,10.00,20.00,10.72,15.36,523.09,200.00,2438.96,0.00,434.16
112,1.31,10.00,20.00,10.73,15.37,189.75,200.00,2584.41,0.00,434.16
113,0.62,10.00,20.00,10.73,15.36,0.00,200.00,2734.56,0.00,434.16
114,-0.47,10.00,20.00,10.71,15.35,0.00,200.00,2866.57,0.00,434.16
115,-1.90,10.00,20.00,10.68,15.34,0.00,200.00,3039.88,0.00,434.16
116,-3.56,10.00,20.00,10.62,15.31,0.00,200.00,3242.79,0.00,434.16
117,-5.35,10.00,20.00,10.56,15.28,0.00,200.00,3461.54,0.00,434.16
118,-7.12,10.00,20.00,10.47,15.24,0.00,200.00,3681.26,0.00,434.16
119,-8.77,10.00,20.00,10.37,15.18,0.00,200.00,3886.99,0.00,434.16
120,-10.16,10.00,20.00,10.26,15.13,0.00,200.00,4062.26,0.00,434.16
121,-11.23,10.00,20.00,10.13,15.07,0.00,200.00,4199.71,0.00,434.16
122,-11.89,10.00,20.00,10.01,15.00,0.00,200.00,4287.50,0.00,434.16
123,-12.08,10.00,20.00,9.88,14.94,0.00,200.00,4319.54,0.00,434.16
124,-11.79,10.00,20.00,9.76,14.88,0.00,200.00,4293.52,0.00,434.16
125,-11.04,10.00,20.00,9.65,14.83,0.00,200.00,4211.05,0.00,434.16
126,-9.88,10.00,20.00,9.56,14.78,0.00,200.00,4077.62,0.00,434.16
127,-8.38,10.00,20.00,9.49,14.74,0.00,200.00,3902.14,0.00,434.16
128,-6.64,10.00,20.00,9.44,14.72,193.65,200.00,3625.90,0.00,434.16
129,-4.78,10.00,20.00,9.45,14.72,525.38,200.00,3282.18,0.00,434.16
130,-2.92,10.00,20.00,9.48,14.74,690.27,200.00,2996.39,0.00,434.16
131,-1.19,10.00,20.00,9.55,14.77,971.83,200.00,2681.13,0.00,434.16
132,0.30,10.00,20.00,10.08,15.04,7442.51,200.00,139.33,0.00,434.16
133,1.45,10.00,20.00,10.17,15.08,976.79,200.00,2320.24,0.00,434.16
134,2.19,10.00,20.00,10.24,15.12,690.17,200.00,2329.07,0.00,434.16
135,2.46,10.00,20.00,10.30,15.15,525.33,200.00,2350.63,0.00,434.16
136,2.25,10.00,20.00,10.33,15.17,193.58,200.00,2491.92,0.00,434.16
137,1.57,10.00,20.00,10.34,15.17,0.00,200.00,2641.00,0.00,434.16
138,0.48,10.00,20.00,10.34,15.17,0.00,200.00,2771.72,0.00,434.16
139,-0.96,10.00,20.00,10.32,15.16,0.00,200.00,2944.89,0.00,434.16
140,-2.64,10.00,20.00,10.29,15.14,0.00,200.00,3148.82,0.00,434.16
141,-4.44,10.00,20.00,10.24,15.12,0.00,200.00,3369.73,0.00,434.16
142,-6.26,10.00,20.00,10.17,15.08,0.00,200.00,3592.73,0.00,434.16
143,-7.95,10.00,20.00,10.08,15.04,0.00,200.00,3802.81,0.00,434.16
144,-9.39,10.00,20.00,9.98,14.99,0.00,200.00,3982.93,0.00,434.16
145,-10.51,10.00,20.00,9.87,14.93,0.00,200.00,4126.74,0.00,434.16
146,-11.23,10.00,20.00,9.75,14.88,0.00,200.00,4221.79,0.00,434.16
147,-11.50,10.00,20.00,9.64,14.82,0.00,200.00,4261.91,0.00,434.16
148,-11.29,10.00,20.00,9.53,14.76,0.00,200.00,4244.72,0.00,434.16
149,-10.62,10.00,20.00,9.43,14.71,0.00,200.00,4171.74,0.00,434.16
150,-9.54,10.00,20.00,9.34,14.67,0.00,200.00,4048.34,0.00,434.16
151,-8.13,10.00,20.00,9.27,14.64,0.00,200.00,3883.34,0.00,434.16
152,-6.49,10.00,20.00,9.24,14.62,197.70,200.00,3616.45,0.00,434.16
153,-4.72,10.00,20.00,9.24,14.62,527.75,200.00,3284.38,0.00,434.16
154,-2.96,10.00,20.00,9.28,14.64,691.51,200.00,3010.16,0.00,434.16
155,-1.32,10.00,20.00,9.36,14.68,1038.80,200.00,2682.13,0.00,434.16
156,0.08,10.00,20.00,9.89,14.94,7446.93,200.00,173.88,0.00,434.16
157,1.15,10.00,20.00,9.98,14.99,1044.80,200.00,2342.45,0.00,434.16
158,1.80,10.00,20.00,10.05,15.02,691.41,200.00,2385.79,0.00,434.16
159,1.98,10.00,20.00,10.11,15.05,527.70,200.00,2416.99,0.00,434.16
160,1.70,10.00,20.00,10.14,15.07,197.62,200.00,2567.15,0.00,434.16
161,0.95,10.00,20.00,10.15,15.07,0.00,200.00,2726.53,0.00,434.16
162,-0.21,10.00,20.00,10.14,15.07,0.00,200.00,2865.35,0.00,434.16
163,-1.70,10.00,20.00,10.12,15.06,0.00,200.00,3045.81,0.00,434.16
164,-3.43,10.00,20.00,10.08,15.04,0.00,200.00,3256.11,0.00,434.16
165,-5.28,10.00,20.00,10.02,15.01,0.00,200.00,3482.43,0.00,434.16
166,-7.12,10.00,20.00,9.95,14.97,0.00,200.00,3709.82,0.00,434.16
167,-8.84,10.00,20.00,9.86,14.93,0.00,200.00,3923.22,0.00,434.16
168,-10.28,10.00,20.00,9.75,14.88,0.00,200.00,4105.01,0.00,434.16
169,-11.42,10.00,20.00,9.64,14.82,0.00,200.00,4249.90,0.00,434.16
170,-12.13,10.00,20.00,9.52,14.76,0.00,200.00,4344.88,0.00,434.16
171,-12.38,10.00,20.00,9.40,14.70,0.00,200.00,4383.79,0.00,434.16
172,-12.15,10.00,20.00,9.28,14.64,0.00,200.00,4364.24,0.00,434.16
173,-11.45,10.00,20.00,9.18,14.59,0.00,200.00,4287.80,0.00,434.16
174,-10.34,10.00,20.00,9.09,14.54,0.00,200.00,4159.85,0.00,434.16
175,-8.88,10.00,20.00,9.02,14.51,0.00,200.00,3989.27,0.00,434.16
176,-7.18,10.00,20.00,8.98,14.49,201.97,200.00,3714.25,0.00,434.16
177,-5.35,10.00,20.00,8.99,14.49,530.23,200.00,3375.31,0.00,434.16
178,-3.51,10.00,20.00,9.02,14.51,692.79,200.00,3093.18,0.00,434.16
179,-1.80,10.00,20.00,9.10,14.55,1118.97,200.00,2727.31,0.00,434.16
180,-0.32,10.00,20.00,9.64,14.82,7451.45,200.00,236.47,0.00,434.16
181,0.83,10.00,20.00,9.74,14.87,1126.10,200.00,2366.70,0.00,434.16
182,1.57,10.00,20.00,9.81,14.90,692.68,200.00,2427.98,0.00,434.16
183,1.85,10.00,20.00,9.87,14.94,530.17,200.00,2447.53,0.00,434.16
184,1.65,10.00,20.00,9.91,14.95,201.88,200.00,2585.54,0.00,434.16
185,1.00,10.00,20.00,9.92,14.96,0.00,200.00,2734.82,0.00,434.16
186,-0.06,10.00,20.00,9.92,14.96,0.00,200.00,2861.98,0.00,434.16
187,-1.47,10.00,20.00,9.91,14.95,0.00,200.00,3030.83,0.00,434.16
188,-3.10,10.00,20.00,9.88,14.94,0.00,200.00,3229.73,0.00,434.16
189,-4.87,10.00,20.00,9.83,14.91,0.00,200.00,3444.95,0.00,434.16
190,-6.63,10.00,20.00,9.76,14.88,0.00,200.00,3661.65,0.00,434.16
191,-8.27,10.00,20.00,9.68,14.84,0.00,200.00,3864.88,0.00,434.16
192,-9.64,10.00,20.00,9.58,14.79,0.00,200.00,4036.58,0.00,434.16
193,-10.70,10.00,20.00,9.48,14.74,0.00,200.00,4172.62,0.00,434.16
194,-11.36,10.00,20.00,9.37,14.69,0.00,200.00,4259.56,0.00,434.16
195,-11.56,10.00,20.00,9.26,14.63,0.00,200.00,4291.30,0.00,434.16
196,-11.28,10.00,20.00,9.16,14.58,0.00,200.00,4265.54,0.00,434.16
197,-10.54,10.00,20.00,9.07,14.53,0.00,200.00,4183.88,0.00,434.16
198,-9.40,10.00,20.00,8.99,14.50,0.00,200.00,4051.78,0.00,434.16
199,-7.92,10.00,20.00,8.93,14.47,0.00,200.00,3878.15,0.00,434.16
200,-6.21,10.00,20.00,8.91,14.45,206.44,200.00,3599.59,0.00,434.16
201,-4.38,10.00,20.00,8.92,14.46,532.82,200.00,3260.54,0.00,434.16
202,-2.56,10.00,20.00,8.97,14.48,694.12,200.00,2979.23,0.00,434.16
203,-0.86,10.00,20.00,9.07,14.53,1213.55,200.00,2580.93,0.00,434.16
204,0.59,10.00,20.00,9.61,14.81,7456.05,200.00,125.11,0.00,434.16
205,1.70,10.00,20.00,9.73,14.86,1221.92,200.00,2225.89,0.00,434.16
206,2.40,10.00,20.00,9.81,14.90,694.00,200.00,2326.02,0.00,434.16
207,2.62,10.00,20.00,9.88,14.94,532.75,200.00,2350.96,0.00,434.16
208,2.37,10.00,20.00,9.92,14.96,206.35,200.00,2495.10,0.00,434.16
209,1.65,10.00,20.00,9.94,14.97,0.00,200.00,2653.69,0.00,434.16
210,0.51,10.00,20.00,9.95,14.97,0.00,200.00,2789.36,0.00,434.16
211,-0.97,10.00,20.00,9.94,14.97,0.00,200.00,2967.45,0.00,434.16
212,-2.69,10.00,20.00,9.91,14.95,0.00,200.00,3176.22,0.00,434.16
213,-4.54,10.00,20.00,9.86,14.93,0.00,200.00,3401.84,0.00,434.16
214,-6.39,10.00,20.00,9.80,14.90,0.00,200.00,3629.36,0.00,434.16
215,-8.12,10.00,20.00,9.71,14.86,0.00,200.00,3843.72,0.00,434.16
216,-9.58,10.00,20.00,9.62,14.81,0.00,200.00,4026.24,0.00,434.16
217,-10.74,10.00,20.00,9.51,14.76,0.00,200.00,4173.71,0.00,434.16
218,-11.49,10.00,20.00,9.40,14.70,0.00,200.00,4272.05,0.00,434.16
219,-11.77,10.00,20.00,9.29,14.65,0.00,200.00,4315.06,0.00,434.16
220,-11.59,10.00,20.00,9.18,14.59,0.00,200.00,4300.31,0.00,434.16
221,-10.94,10.00,20.00,9.09,14.54,0.00,200.00,4229.30,0.00,434.16
222,-9.87,10.00,20.00,9.00,14.50,0.00,200.00,4107.38,0.00,434.16
223,-8.47,10.00,20.00,8.94,14.47,0.00,200.00,3943.35,0.00,434.16
224,-6.83,10.00,20.00,8.91,14.45,211.12,200.00,3672.02,0.00,434.16
225,-5.06,10.00,20.00,8.91,14.46,535.50,200.00,3341.85,0.00,434.16
226,-3.29,10.00,20.00,8.95,14.48,695.48,200.00,3068.34,0.00,434.16
227,-1.65,10.00,20.00,9.05,14.53,1323.72,200.00,2636.85,0.00,434.16
228,-0.23,10.00,20.00,9.59,14.80,7460.70,200.00,224.42,0.00,434.16
229,0.85,10.00,20.00,9.70,14.85,1333.41,200.00,2290.69,0.00,434.16
230,1.52,10.00,20.00,9.78,14.89,695.36,200.00,2433.78,0.00,434.16
231,1.73,10.00,20.00,9.84,14.92,535.43,200.00,2460.46,0.00,434.16
232,1.47,10.00,20.00,9.87,14.94,211.03,200.00,2604.95,0.00,434.16
233,0.76,10.00,20.00,9.88,14.94,0.00,200.00,2765.17,0.00,434.16
234,-0.36,10.00,20.00,9.88,14.94,0.00,200.00,2899.63,0.00,434.16
235,-1.82,10.00,20.00,9.87,14.93,0.00,200.00,3075.38,0.00,434.16
236,-3.51,10.00,20.00,9.83,14.92,0.00,200.00,3280.68,0.00,434.16
237,-5.32,10.00,20.00,9.78,14.89,0.00,200.00,3501.76,0.00,434.16
238,-7.12,10.00,20.00,9.71,14.85,0.00,200.00,3723.71,0.00,434.16
239,-8.79,10.00,20.00,9.62,14.81,0.00,200.00,3931.52,0.00,434.16
240,-10.18,10.00,20.00,9.52,14.76,0.00,200.00,4106.03,0.00,434.16
241,-11.27,10.00,20.00,9.41,14.71,0.00,200.00,4245.19,0.00,434.16
242,-11.94,10.00,20.00,9.30,14.65,0.00,200.00,4334.46,0.00,434.16
243,-12.15,10.00,20.00,9.18,14.59,0.00,200.00,4367.73,0.00,434.16
244,-11.87,10.00,20.00,9.08,14.54,0.00,200.00,4342.67,0.00,434.16
245,-11.14,10.00,20.00,8.98,14.49,0.00,200.00,4260.89,0.00,434.16
246,-9.98,10.00,20.00,8.90,14.45,0.00,200.00,4127.83,0.00,434.16
247,-8.49,10.00,20.00,8.84,14.42,0.00,200.00,3952.42,0.00,434.16
248,-6.75,10.00,20.00,8.81,14.40,215.99,200.00,3667.79,0.00,434.16
249,-4.89,10.00,20.00,8.82,14.41,538.29,200.00,3326.83,0.00,434.16
250,-3.03,10.00,20.00,8.86,14.43,696.88,200.00,3042.36,0.00,434.16
251,-1.29,10.00,20.00,8.98,14.49,1445.31,200.00,2555.86,0.00,434.16
252,0.21,10.00,20.00,9.52,14.76,7408.33,200.00,195.34,0.00,434.16
253,1.37,10.00,20.00,9.65,14.82,1453.82,200.00,2188.45,0.00,434.16
254,2.12,10.00,20.00,9.73,14.86,696.75,200.00,2364.41,0.00,434.16
255,2.40,10.00,20.00,9.80,14.90,538.21,200.00,2381.28,0.00,434.16
256,2.21,10.00,20.00,9.84,14.92,215.90,200.00,2516.41,0.00,434.16
257,1.55,10.00,20.00,9.86,14.93,0.00,200.00,2670.61,0.00,434.16
258,0.48,10.00,20.00,9.87,14.93,0.00,200.00,2798.19,0.00,434.16
259,-0.93,10.00,20.00,9.86,14.93,0.00,200.00,2968.01,0.00,434.16
260,-2.59,10.00,20.00,9.84,14.92,0.00,200.00,3168.41,0.00,434.16
261,-4.37,10.00,20.00,9.79,14.90,0.00,200.00,3385.64,0.00,434.16
262,-6.15,10.00,20.00,9.73,14.87,0.00,200.00,3604.84,0.00,434.16
263,-7.82,10.00,20.00,9.65,14.83,0.00,200.00,3811.04,0.00,434.16
264,-9.20,10.00,20.00,9.56,14.78,0.00,200.00,3984.56,0.00,434.16
265,-10.30,10.00,20.00,9.46,14.73,0.00,200.00,4124.40,0.00,434.16
266,-11.00,10.00,20.00,9.36,14.68,0.00,200.00,4215.49,0.00,434.16
267,-11.23,10.00,20.00,9.25,14.63,0.00,200.00,4251.71,0.00,434.16
268,-11.00,10.00,20.00,9.15,14.58,0.00,200.00,4230.70,0.00,434.16
269,-10.30,10.00,20.00,9.06,14.53,0.00,200.00,4154.02,0.00,434.16
270,-9.20,10.00,20.00,8.99,14.49,0.00,200.00,4027.07,0.00,434.16
271,-7.77,10.00,20.00,8.93,14.46,0.00,200.00,3858.71,0.00,434.16
272,-6.10,10.00,20.00,8.91,14.45,221.06,200.00,3580.16,0.00,434.16
273,-4.32,10.00,20.00,8.92,14.46,541.16,200.00,3248.68,0.00,434.16
274,-2.54,10.00,20.00,8.97,14.48,698.31,200.00,2974.16,0.00,434.16
275,-0.88,10.00,20.00,9.09,14.55,1555.11,200.00,2458.23,0.00,434.16
276,0.53,10.00,20.00,9.63,14.82,7412.50,200.00,146.25,0.00,434.16
277,1.60,10.00,20.00,9.77,14.88,1564.45,200.00,2111.55,0.00,434.16
278,2.26,10.00,20.00,9.85,14.92,698.16,200.00,2338.08,0.00,434.16
279,2.45,10.00,20.00,9.91,14.96,541.08,200.00,2365.86,0.00,434.16
280,2.17,10.00,20.00,9.96,14.98,220.96,200.00,2511.71,0.00,434.16
281,1.42,10.00,20.00,9.97,14.99,0.00,200.00,2679.21,0.00,434.16
282,0.25,10.00,20.00,9.98,14.99,0.00,200.00,2818.11,0.00,434.16
283,-1.24,10.00,20.00,9.96,14.98,0.00,200.00,2998.98,0.00,434.16
284,-2.98,10.00,20.00,9.93,14.97,0.00,200.00,3210.04,0.00,434.16
285,-4.84,10.00,20.00,9.88,14.94,0.00,200.00,3437.44,0.00,434.16
286,-6.70,10.00,20.00,9.81,14.91,0.00,200.00,3666.23,0.00,434.16
287,-8.44,10.00,20.00,9.72,14.86,0.00,200.00,3881.32,0.00,434.16
288,-9.88,10.00,20.00,9.63,14.81,0.00,200.00,4062.42,0.00,434.16
289,-11.04,10.00,20.00,9.52,14.76,0.00,200.00,4209.51,0.00,434.16
290,-11.77,10.00,20.00,9.40,14.70,0.00,200.00,4306.94,0.00,434.16
291,-12.05,10.00,20.00,9.29,14.64,0.00,200.00,4348.49,0.00,434.16
292,-11.84,10.00,20.00,9.18,14.59,0.00,200.00,4331.77,0.00,434.16
293,-11.17,10.00,20.00,9.08,14.54,0.00,200.00,4258.29,0.00,434.16
294,-10.08,10.00,20.00,9.00,14.50,0.00,200.00,4133.42,0.00,434.16
295,-8.65,10.00,20.00,8.93,14.46,0.00,200.00,3965.99,0.00,434.16
296,-6.98,10.00,20.00,8.90,14.45,226.30,200.00,3685.32,0.00,434.16
297,-5.18,10.00,20.00,8.90,14.45,544.12,200.00,3353.29,0.00,434.16
298,-3.37,10.00,20.00,8.94,14.47,699.75,200.00,3076.81,0.00,434.16
299,-1.68,10.00,20.00,9.07,14.53,1675.28,200.00,2514.05,0.00,434.16
300,-0.23,10.00,20.00,9.60,14.80,7416.64,200.00,239.13,0.00,434.16
301,0.90,10.00,20.00,9.74,14.87,1685.46,200.00,2156.17,0.00,434.16
302,1.61,10.00,20.00,9.81,14.91,699.60,200.00,2419.06,0.00,434.16
303,1.87,10.00,20.00,9.87,14.94,544.04,200.00,2438.74,0.00,434.16
304,1.66,10.00,20.00,9.91,14.96,226.20,200.00,2575.36,0.00,434.16
305,0.98,10.00,20.00,9.92,14.96,0.00,200.00,2735.62,0.00,434.16
306,-0.10,10.00,20.00,9.93,14.96,0.00,200.00,2864.75,0.00,434.16
307,-1.51,10.00,20.00,9.91,14.96,0.00,200.00,3035.28,0.00,434.16
308,-3.16,10.00,20.00,9.88,14.94,0.00,200.00,3235.56,0.00,434.16
309,-4.93,10.00,20.00,9.83,14.91,0.00,200.00,3451.83,0.00,434.16
310,-6.69,10.00,20.00,9.76,14.88,0.00,200.00,3669.26,0.00,434.16
311,-8.34,10.00,20.00,9.68,14.84,0.00,200.00,3872.87,0.00,434.16
312,-9.68,10.00,20.00,9.58,14.79,0.00,200.00,4041.97,0.00,434.16
313,-10.75,10.00,20.00,9.48,14.74,0.00,200.00,4177.69,0.00,434.16
314,-11.40,10.00,20.00,9.37,14.68,0.00,200.00,4263.97,0.00,434.16
315,-11.58,10.00,20.00,9.26,14.63,0.00,200.00,4294.71,0.00,434.16
316,-11.30,10.00,20.00,9.16,14.58,0.00,200.00,4267.62,0.00,434.16
