Hour,Outdoor_Temp,Ground_Temp,Zone_Temps,Mass_Temps,Surface_Temps,Solar_Watts,Internal_Watts,HVAC_Watts,InterZone_Watts,Infiltration_Watts
7207,-0.53,10.00,20.00,15.94,17.97,153.83,200.00,2506.54,0.00,434.16
7208,1.15,10.00,20.00,15.86,17.93,426.60,200.00,2211.41,0.00,434.16
7209,2.95,10.00,20.00,15.87,17.94,1322.57,200.00,1671.09,0.00,434.16
7210,4.76,10.00,20.00,16.04,18.02,3367.76,200.00,706.39,0.00,434.16
7211,6.45,10.00,22.44,16.43,19.43,5938.64,200.00,0.00,0.00,487.13
7212,7.91,10.00,26.21,16.95,21.58,7273.25,200.00,0.00,0.00,568.86
7213,9.04,10.00,24.47,17.37,20.92,5935.29,200.00,0.00,0.00,531.20
7214,9.75,10.00,20.00,17.55,18.78,3350.75,200.00,11.17,0.00,434.16
7215,10.01,10.00,20.00,17.60,18.80,1304.67,200.00,712.31,0.00,434.16
7216,9.80,10.00,20.00,17.58,18.79,426.84,200.00,1054.08,0.00,434.16
7217,9.13,10.00,20.00,17.53,18.77,153.88,200.00,1234.91,0.00,434.16
7218,8.05,10.00,20.00,17.47,18.73,0.00,200.00,1423.69,0.00,434.16
7219,6.64,10.00,20.00,17.38,18.69,0.00,200.00,1598.41,0.00,434.16
7220,4.99,10.00,20.00,17.29,18.64,0.00,200.00,1802.74,0.00,434.16
7221,3.23,10.00,20.00,17.17,18.59,0.00,200.00,2022.98,0.00,434.16
7222,1.46,10.00,20.00,17.04,18.52,0.00,200.00,2244.26,0.00,434.16
7223,-0.18,10.00,20.00,16.90,18.45,0.00,200.00,2451.65,0.00,434.16
7224,-1.81,10.00,20.00,16.74,18.37,0.00,200.00,2659.10,0.00,434.16
7225,-2.88,10.00,20.00,16.57,18.29,0.00,200.00,2798.69,0.00,434.16
7226,-3.53,10.00,20.00,16.40,18.20,0.00,200.00,2888.75,0.00,434.16
7227,-3.71,10.00,20.00,16.24,18.12,0.00,200.00,2923.20,0.00,434.16
7228,-3.43,10.00,20.00,16.07,18.04,0.00,200.00,2899.75,0.00,434.16
7229,-2.68,10.00,20.00,15.93,17.96,0.00,200.00,2820.04,0.00,434.16
7230,-1.52,10.00,20.00,15.79,17.90,0.00,200.00,2689.51,0.00,434.16
7231,-0.03,10.00,20.00,15.69,17.84,153.77,200.00,2461.13,0.00,434.16
7232,1.70,10.00,20.00,15.63,17.81,419.97,200.00,2161.09,0.00,434.16
7233,3.55,10.00,20.00,15.64,17.82,1239.63,200.00,1642.21,0.00,434.16
7234,5.40,10.00,20.00,15.81,17.91,3254.49,200.00,683.54,0.00,434.16
7235,7.12,10.00,22.70,16.21,19.45,5881.77,200.00,0.00,0.00,492.74
7236,8.60,10.00,26.62,16.75,21.68,7284.71,200.00,0.00,0.00,577.82
7237,9.73,10.00,24.76,17.18,20.97,5878.08,200.00,0.00,0.00,537.48
7238,10.45,10.00,20.12,17.37,18.74,3237.27,200.00,0.00,0.00,436.79
7239,10.70,10.00,20.00,17.42,18.71,1217.79,200.00,669.91,0.00,434.16
7240,10.48,10.00,20.00,17.41,18.70,420.22,200.00,984.18,0.00,434.16
7241,9.78,10.00,20.00,17.37,18.68,153.85,200.00,1165.12,0.00,434.16
7242,8.67,10.00,20.00,17.31,18.66,0.00,200.00,1357.48,0.00,434.16
7243,7.21,10.00,20.00,17.24,18.62,0.00,200.00,1536.85,0.00,434.16
7244,5.51,10.00,20.00,17.15,18.57,0.00,200.00,1746.87,0.00,434.16
7245,3.69,10.00,20.00,17.04,18.52,0.00,200.00,1973.75,0.00,434.16
7246,1.85,10.00,20.00,16.92,18.46,0.00,200.00,2202.58,0.00,434.16
7247,0.14,10.00,20.00,16.78,18.39,0.00,200.00,2418.34,0.00,434.16
7248,-1.57,10.00,20.00,16.62,18.31,0.00,200.00,2634.66,0.00,434.16
7249,-2.71,10.00,20.00,16.46,18.23,0.00,200.00,2784.00,0.00,434.16
7250,-3.45,10.00,20.00,16.29,18.15,0.00,200.00,2884.37,0.00,434.16
7251,-3.72,10.00,20.00,16.13,18.06,0.00,200.00,2929.57,0.00,434.16
7252,-3.53,10.00,20.00,15.97,17.98,0.00,200.00,2917.20,0.00,434.16
7253,-2.87,10.00,20.00,15.82,17.91,0.00,200.00,2848.78,0.00,434.16
7254,-1.81,10.00,20.00,15.69,17.84,0.00,200.00,2729.68,0.00,434.16
7255,-0.41,10.00,20.00,15.58,17.79,153.77,200.00,2512.70,0.00,434.16
7256,1.23,10.00,20.00,15.51,17.76,413.29,200.00,2226.38,0.00,434.16
7257,2.99,10.00,20.00,15.52,17.76,1147.76,200.00,1749.60,0.00,434.16
7258,4.76,10.00,20.00,15.68,17.84,3140.36,200.00,810.13,0.00,434.16
7259,6.39,10.00,22.05,16.06,19.05,5820.76,200.00,0.00,0.00,478.71
7260,7.80,10.00,26.06,16.59,21.32,7295.55,200.00,0.00,0.00,565.66
7261,8.86,10.00,24.00,16.99,20.50,5816.70,200.00,0.00,0.00,521.07
7262,9.51,10.00,20.00,17.17,18.59,3122.97,200.00,144.25,0.00,434.16
7263,9.71,10.00,20.00,17.21,18.60,1127.58,200.00,835.48,0.00,434.16
7264,9.43,10.00,20.00,17.19,18.59,413.53,200.00,1126.16,0.00,434.16
7265,8.70,10.00,20.00,17.15,18.57,153.88,200.00,1310.17,0.00,434.16
7266,7.55,10.00,20.00,17.08,18.54,0.00,200.00,1506.99,0.00,434.16
7267,6.07,10.00,20.00,17.00,18.50,0.00,200.00,1689.75,0.00,434.16
7268,4.36,10.00,20.00,16.91,18.45,0.00,200.00,1902.06,0.00,434.16
7269,2.53,10.00,20.00,16.79,18.40,0.00,200.00,2130.10,0.00,434.16
7270,0.70,10.00,20.00,16.66,18.33,0.00,200.00,2358.95,0.00,434.16
7271,-1.00,10.00,20.00,16.51,18.26,0.00,200.00,2573.58,0.00,434.16
7272,-2.69,10.00,20.00,16.35,18.18,0.00,200.00,2787.39,0.00,434.16
7273,-3.80,10.00,20.00,16.19,18.09,0.00,200.00,2933.35,0.00,434.16
7274,-4.50,10.00,20.00,16.01,18.01,0.00,200.00,3029.25,0.00,434.16
7275,-4.73,10.00,20.00,15.84,17.92,0.00,200.00,3068.95,0.00,434.16
7276,-4.47,10.00,20.00,15.68,17.84,0.00,200.00,3050.10,0.00,434.16
7277,-3.76,10.00,20.00,15.53,17.76,0.00,200.00,2974.27,0.00,434.16
7278,-2.62,10.00,20.00,15.39,17.70,0.00,200.00,2846.91,0.00,434.16
7279,-1.14,10.00,20.00,15.28,17.64,153.85,200.00,2620.88,0.00,434.16
7280,0.58,10.00,20.00,15.22,17.61,406.55,200.00,2327.33,0.00,434.16
7281,2.42,10.00,20.00,15.21,17.61,1062.95,200.00,1868.71,0.00,434.16
7282,4.27,10.00,20.00,15.37,17.68,3025.65,200.00,929.70,0.00,434.16
7283,6.00,10.00,21.55,15.74,18.65,5755.46,200.00,0.00,0.00,467.90
7284,7.49,10.00,25.77,16.27,21.02,7305.77,200.00,0.00,0.00,559.39
7285,8.65,10.00,23.63,16.68,20.15,5751.04,200.00,0.00,0.00,512.88
7286,9.40,10.00,20.00,16.85,18.43,3008.14,200.00,219.95,0.00,434.16
7287,9.69,10.00,20.00,16.89,18.44,1044.45,200.00,888.51,0.00,434.16
7288,9.50,10.00,20.00,16.88,18.44,406.79,200.00,1140.31,0.00,434.16
7289,8.85,10.00,20.00,16.84,18.42,153.99,200.00,1310.72,0.00,434.16
7290,7.79,10.00,20.00,16.79,18.39,0.00,200.00,1496.88,0.00,434.16
7291,6.39,10.00,20.00,16.72,18.36,0.00,200.00,1669.46,0.00,434.16
7292,4.75,10.00,20.00,16.63,18.31,0.00,200.00,1872.20,0.00,434.16
7293,2.98,10.00,20.00,16.53,18.26,0.00,200.00,2091.39,0.00,434.16
7294,1.21,10.00,20.00,16.41,18.20,0.00,200.00,2312.19,0.00,434.16
7295,-0.43,10.00,20.00,16.27,18.14,0.00,200.00,2519.66,0.00,434.16
7296,-2.07,10.00,20.00,16.12,18.06,0.00,200.00,2726.99,0.00,434.16
7297,-3.15,10.00,20.00,15.97,17.98,0.00,200.00,2867.74,0.00,434.16
7298,-3.82,10.00,20.00,15.80,17.90,0.00,200.00,2959.49,0.00,434.16
7299,-4.03,10.00,20.00,15.65,17.82,0.00,200.00,2996.15,0.00,434.16
7300,-3.77,10.00,20.00,15.49,17.75,0.00,200.00,2975.38,0.00,434.16
7301,-3.05,10.00,20.00,15.35,17.68,0.00,200.00,2898.79,0.00,434.16
7302,-1.92,10.00,20.00,15.23,17.61,0.00,200.00,2771.81,0.00,434.16
7303,-0.47,10.00,20.00,15.13,17.57,154.01,200.00,2547.26,0.00,434.16
7304,1.23,10.00,20.00,15.07,17.54,399.76,200.00,2258.91,0.00,434.16
7305,3.04,10.00,20.00,15.07,17.54,985.28,200.00,1829.89,0.00,434.16
7306,4.84,10.00,20.00,15.23,17.61,2910.63,200.00,909.65,0.00,434.16
7307,6.52,10.00,21.72,15.60,18.66,5685.77,200.00,0.00,0.00,471.50
7308,7.95,10.00,26.05,16.15,21.10,7315.40,200.00,0.00,0.00,565.60
7309,9.04,10.00,23.71,16.55,20.13,5680.96,200.00,0.00,0.00,514.75
7310,9.72,10.00,20.00,16.72,18.36,2893.05,200.00,229.32,0.00,434.16
7311,9.93,10.00,20.00,16.76,18.38,968.51,200.00,893.32,0.00,434.16
7312,9.65,10.00,20.00,16.75,18.38,399.99,200.00,1130.11,0.00,434.16
7313,8.92,10.00,20.00,16.72,18.36,154.19,200.00,1308.36,0.00,434.16
7314,7.77,10.00,20.00,16.67,18.33,0.00,200.00,1505.38,0.00,434.16
7315,6.27,10.00,20.00,16.60,18.30,0.00,200.00,1689.05,0.00,434.16
7316,4.54,10.00,20.00,16.51,18.26,0.00,200.00,1903.11,0.00,434.16
7317,2.68,10.00,20.00,16.41,18.20,0.00,200.00,2133.70,0.00,434.16
7318,0.82,10.00,20.00,16.28,18.14,0.00,200.00,2365.88,0.00,434.16
7319,-0.92,10.00,20.00,16.15,18.07,0.00,200.00,2584.58,0.00,434.16
7320,-2.64,10.00,20.00,15.99,18.00,0.00,200.00,2802.63,0.00,434.16
7321,-3.80,10.00,20.00,15.83,17.92,0.00,200.00,2954.00,0.00,434.16
7322,-4.55,10.00,20.00,15.67,17.83,0.00,200.00,3055.91,0.00,434.16
7323,-4.84,10.00,20.00,15.50,17.75,0.00,200.00,3102.14,0.00,434.16
7324,-4.65,10.00,20.00,15.34,17.67,0.00,200.00,3090.28,0.00,434.16
7325,-3.99,10.00,20.00,15.19,17.60,0.00,200.00,3021.84,0.00,434.16
7326,-2.92,10.00,20.00,15.06,17.53,0.00,200.00,2902.17,0.00,434.16
7327,-1.51,10.00,20.00,14.96,17.48,154.27,200.00,2683.92,0.00,434.16
7328,0.14,10.00,20.00,14.89,17.44,392.92,200.00,2403.57,0.00,434.16
7329,1.92,10.00,20.00,14.88,17.44,914.83,200.00,2002.12,0.00,434.16
7330,3.70,10.00,20.00,15.02,17.51,2795.60,200.00,1101.69,0.00,434.16
7331,5.37,10.00,20.73,15.37,18.05,5611.57,200.00,0.00,0.00,450.11
7332,6.80,10.00,25.22,15.90,20.56,7324.42,200.00,0.00,0.00,547.56
7333,7.89,10.00,22.71,16.28,19.50,5606.37,200.00,0.00,0.00,493.04
7334,8.58,10.00,20.00,16.44,18.22,2777.98,200.00,426.48,0.00,434.16
7335,8.82,10.00,20.00,16.47,18.23,899.79,200.00,1071.57,0.00,434.16
7336,8.58,10.00,20.00,16.45,18.23,393.15,200.00,1282.48,0.00,434.16
7337,7.88,10.00,20.00,16.42,18.21,154.50,200.00,1453.44,0.00,434.16
7338,6.78,10.00,20.00,16.36,18.18,0.00,200.00,1644.82,0.00,434.16
7339,5.34,10.00,20.00,16.29,18.14,0.00,200.00,1821.79,0.00,434.16
7340,3.67,10.00,20.00,16.20,18.10,0.00,200.00,2028.22,0.00,434.16
7341,1.89,10.00,20.00,16.09,18.05,0.00,200.00,2250.36,0.00,434.16
7342,0.10,10.00,20.00,15.97,17.98,0.00,200.00,2473.33,0.00,434.16
7343,-1.56,10.00,20.00,15.83,17.92,0.00,200.00,2682.17,0.00,434.16
7344,-3.19,10.00,20.00,15.68,17.84,0.00,200.00,2889.52,0.00,434.16
7345,-4.26,10.00,20.00,15.52,17.76,0.00,200.00,3030.00,0.00,434.16
7346,-4.92,10.00,20.00,15.36,17.68,0.00,200.00,3120.66,0.00,434.16
7347,-5.12,10.00,20.00,15.20,17.60,0.00,200.00,3155.40,0.00,434.16
7348,-4.83,10.00,20.00,15.04,17.52,0.00,200.00,3131.92,0.00,434.16
7349,-4.08,10.00,20.00,14.90,17.45,0.00,200.00,3051.84,0.00,434.16
7350,-2.92,10.00,20.00,14.77,17.39,0.00,200.00,2920.62,0.00,434.16
7351,-1.42,10.00,20.00,14.68,17.34,154.51,200.00,2690.95,0.00,434.16
7352,0.32,10.00,20.00,14.61,17.31,386.04,200.00,2402.18,0.00,434.16
7353,2.18,10.00,20.00,14.61,17.30,851.61,200.00,2010.70,0.00,434.16
7354,4.04,10.00,20.00,14.75,17.37,2680.85,200.00,1119.25,0.00,434.16
7355,5.77,10.00,20.75,15.11,17.93,5526.13,200.00,0.00,0.00,450.35
7356,7.27,10.00,25.47,15.65,20.56,7332.86,200.00,0.00,0.00,552.86
7357,8.42,10.00,22.81,16.04,19.42,5519.91,200.00,0.00,0.00,495.19
7358,9.16,10.00,20.00,16.20,18.10,2663.25,200.00,411.91,0.00,434.16
7359,9.44,10.00,20.00,16.23,18.12,838.30,200.00,1032.07,0.00,434.16
7360,9.24,10.00,20.00,16.23,18.11,386.26,200.00,1218.32,0.00,434.16
7361,8.57,10.00,20.00,16.20,18.10,154.36,200.00,1382.89,0.00,434.16
7362,7.48,10.00,20.00,16.16,18.08,0.00,200.00,1571.36,0.00,434.16
7363,6.05,10.00,20.00,16.10,18.05,0.00,200.00,1746.60,0.00,434.16
7364,4.38,10.00,20.00,16.02,18.01,0.00,200.00,1952.45,0.00,434.16
7365,2.58,10.00,20.00,15.92,17.96,0.00,200.00,2175.17,0.00,434.16
7366,0.78,10.00,20.00,15.81,17.91,0.00,200.00,2399.87,0.00,434.16
7367,-0.91,10.00,20.00,15.68,17.84,0.00,200.00,2611.56,0.00,434.16
7368,-2.58,10.00,20.00,15.54,17.77,0.00,200.00,2822.57,0.00,434.16
7369,-3.70,10.00,20.00,15.39,17.69,0.00,200.00,2968.05,0.00,434.16
7370,-4.41,10.00,20.00,15.23,17.62,0.00,200.00,3064.72,0.00,434.16
7371,-4.66,10.00,20.00,15.08,17.54,0.00,200.00,3106.43,0.00,434.16
7372,-4.45,10.00,20.00,14.93,17.47,0.00,200.00,3090.78,0.00,434.16
7373,-3.77,10.00,20.00,14.79,17.40,0.00,200.00,3019.33,0.00,434.16
7374,-2.69,10.00,20.00,14.67,17.34,0.00,200.00,2897.45,0.00,434.16
7375,-1.27,10.00,20.00,14.58,17.29,153.99,200.00,2677.92,0.00,434.16
7376,0.38,10.00,20.00,14.52,17.26,379.12,200.00,2401.95,0.00,434.16
7377,2.15,10.00,20.00,14.51,17.25,795.59,200.00,2039.24,0.00,434.16
7378,3.92,10.00,20.00,14.64,17.32,2555.25,200.00,1184.53,0.00,434.16
7379,5.56,10.00,20.39,14.99,17.69,5434.98,200.00,0.00,0.00,442.67
7380,6.96,10.00,25.25,15.53,20.39,7340.72,200.00,0.00,0.00,548.02
7381,8.02,10.00,22.33,15.90,19.11,5428.32,200.00,0.00,0.00,484.69
7382,8.67,10.00,20.00,16.05,18.02,2534.36,200.00,525.81,0.00,434.16
7383,8.86,10.00,20.00,16.08,18.04,784.02,200.00,1130.22,0.00,434.16
7384,8.57,10.00,20.00,16.07,18.04,379.34,200.00,1309.95,0.00,434.16
7385,7.83,10.00,20.00,16.04,18.02,153.86,200.00,1482.21,0.00,434.16
7386,6.67,10.00,20.00,15.99,17.99,0.00,200.00,1679.91,0.00,434.16
7387,5.17,10.00,20.00,15.92,17.96,0.00,200.00,1863.88,0.00,434.16
7388,3.44,10.00,20.00,15.84,17.92,0.00,200.00,2077.69,0.00,434.16
7389,1.58,10.00,20.00,15.73,17.87,0.00,200.00,2307.52,0.00,434.16
7390,-0.27,10.00,20.00,15.62,17.81,0.00,200.00,2538.40,0.00,434.16
7391,-1.99,10.00,20.00,15.48,17.74,0.00,200.00,2755.29,0.00,434.16
7392,-3.69,10.00,20.00,15.33,17.66,0.00,200.00,2970.16,0.00,434.16
7393,-4.83,10.00,20.00,15.17,17.59,0.00,200.00,3118.72,0.00,434.16
7394,-5.55,10.00,20.00,15.01,17.50,0.00,200.00,3217.34,0.00,434.16
7395,-5.81,10.00,20.00,14.85,17.42,0.00,200.00,3259.86,0.00,434.16
7396,-5.59,10.00,20.00,14.69,17.35,0.00,200.00,3243.88,0.00,434.16
7397,-4.90,10.00,20.00,14.55,17.27,0.00,200.00,3170.95,0.00,434.16
7398,-3.79,10.00,20.00,14.42,17.21,0.00,200.00,3046.47,0.00,434.16
7399,-2.34,10.00,20.00,14.32,17.16,153.51,200.00,2823.40,0.00,434.16
7400,-0.65,10.00,20.00,14.25,17.13,372.17,200.00,2545.00,0.00,434.16
7401,1.18,10.00,20.00,14.24,17.12,746.73,200.00,2191.76,0.00,434.16
7402,3.00,10.00,20.00,14.35,17.18,2422.50,200.00,1361.03,0.00,434.16
7403,4.71,10.00,20.00,14.69,17.34,5338.72,200.00,84.53,0.00,434.16
7404,6.18,10.00,24.64,15.22,19.93,7348.01,200.00,0.00,0.00,534.87
7405,7.33,10.00,21.56,15.58,18.57,5331.60,200.00,0.00,0.00,468.08
7406,8.06,10.00,20.00,15.72,17.86,2401.98,200.00,669.52,0.00,434.16
7407,8.33,10.00,20.00,15.75,17.87,736.87,200.00,1232.91,0.00,434.16
7408,8.13,10.00,20.00,15.74,17.87,372.38,200.00,1387.20,0.00,434.16
7409,7.48,10.00,20.00,15.72,17.86,153.39,200.00,1545.78,0.00,434.16
7410,6.41,10.00,20.00,15.67,17.83,0.00,200.00,1731.75,0.00,434.16
7411,5.00,10.00,20.00,15.61,17.80,0.00,200.00,1904.04,0.00,434.16
7412,3.36,10.00,20.00,15.53,17.76,0.00,200.00,2106.18,0.00,434.16
7413,1.60,10.00,20.00,15.43,17.72,0.00,200.00,2324.45,0.00,434.16
7414,-0.16,10.00,20.00,15.32,17.66,0.00,200.00,2544.02,0.00,434.16
7415,-1.80,10.00,20.00,15.19,17.60,0.00,200.00,2749.93,0.00,434.16
7416,-3.41,10.00,20.00,15.05,17.53,0.00,200.00,2953.98,0.00,434.16
7417,-4.48,10.00,20.00,14.90,17.45,0.00,200.00,3092.56,0.00,434.16
7418,-5.13,10.00,20.00,14.75,17.37,0.00,200.00,3181.87,0.00,434.16
7419,-5.32,10.00,20.00,14.60,17.30,0.00,200.00,3215.81,0.00,434.16
7420,-5.04,10.00,20.00,14.45,17.23,0.00,200.00,3192.08,0.00,434.16
7421,-4.30,10.00,20.00,14.32,17.16,0.00,200.00,3112.31,0.00,434.16
7422,-3.15,10.00,20.00,14.20,17.10,0.00,200.00,2981.95,0.00,434.16
7423,-1.67,10.00,20.00,14.11,17.06,153.05,200.00,2754.21,0.00,434.16
7424,0.05,10.00,20.00,14.06,17.03,365.20,200.00,2474.41,0.00,434.16
7425,1.89,10.00,20.00,14.05,17.03,704.93,200.00,2131.23,0.00,434.16
7426,3.72,10.00,20.00,14.17,17.09,2332.54,200.00,1316.69,0.00,434.16
7427,5.43,10.00,20.00,14.51,17.26,5237.32,200.00,44.35,0.00,434.16
7428,6.89,10.00,25.07,15.06,20.06,7354.75,200.00,0.00,0.00,544.19
7429,8.01,10.00,21.77,15.43,18.60,5229.76,200.00,0.00,0.00,472.52
7430,8.71,10.00,20.00,15.57,17.78,2312.46,200.00,631.04,0.00,434.16
7431,8.94,10.00,20.00,15.60,17.80,696.77,200.00,1180.95,0.00,434.16
7432,8.70,10.00,20.00,15.60,17.80,365.41,200.00,1328.52,0.00,434.16
7433,7.98,10.00,20.00,15.59,17.79,152.94,200.00,1490.92,0.00,434.16
7434,6.85,10.00,20.00,15.54,17.77,0.00,200.00,1683.83,0.00,434.16
7435,5.38,10.00,20.00,15.49,17.74,0.00,200.00,1864.09,0.00,434.16
7436,3.67,10.00,20.00,15.42,17.71,0.00,200.00,2074.97,0.00,434.16
7437,1.82,10.00,20.00,15.32,17.66,0.00,200.00,2302.68,0.00,434.16
7438,-0.02,10.00,20.00,15.22,17.61,0.00,200.00,2532.29,0.00,434.16
7439,-1.75,10.00,20.00,15.09,17.55,0.00,200.00,2748.73,0.00,434.16
7440,-3.45,10.00,20.00,14.95,17.48,0.00,200.00,2963.39,0.00,434.16
7441,-4.61,10.00,20.00,14.80,17.40,0.00,200.00,3113.18,0.00,434.16
7442,-5.35,10.00,20.00,14.65,17.32,0.00,200.00,3213.85,0.00,434.16
7443,-5.64,10.00,20.00,14.50,17.25,0.00,200.00,3259.21,0.00,434.16
7444,-5.45,10.00,20.00,14.35,17.17,0.00,200.00,3246.84,0.00,434.16
7445,-4.80,10.00,20.00,14.21,17.11,0.00,200.00,3178.25,0.00,434.16
7446,-3.74,10.00,20.00,14.09,17.04,0.00,200.00,3058.78,0.00,434.16
7447,-2.34,10.00,20.00,14.00,17.00,152.63,200.00,2841.68,0.00,434.16
7448,-0.70,10.00,20.00,13.94,16.97,358.21,200.00,2574.26,0.00,434.16
7449,1.07,10.00,20.00,13.92,16.96,670.06,200.00,2250.64,0.00,434.16
7450,2.83,10.00,20.00,14.02,17.01,2205.41,200.00,1478.49,0.00,434.16
7451,4.48,10.00,20.00,14.35,17.17,5130.83,200.00,207.07,0.00,434.16
7452,5.89,10.00,24.36,14.88,19.62,7360.95,200.00,0.00,0.00,528.83
7453,6.96,10.00,20.80,15.22,18.01,5122.82,200.00,0.00,0.00,451.47
7454,7.62,10.00,20.00,15.35,17.68,2185.85,200.00,821.43,0.00,434.16
7455,7.83,10.00,20.00,15.37,17.69,663.57,200.00,1341.78,0.00,434.16
7456,7.57,10.00,20.00,15.37,17.68,358.41,200.00,1482.78,0.00,434.16
7457,6.84,10.00,20.00,15.34,17.67,152.54,200.00,1644.52,0.00,434.16
7458,5.71,10.00,20.00,15.30,17.65,0.00,200.00,1837.85,0.00,434.16
7459,4.25,10.00,20.00,15.23,17.62,0.00,200.00,2017.53,0.00,434.16
7460,2.55,10.00,20.00,15.15,17.58,0.00,200.00,2226.70,0.00,434.16
7461,0.74,10.00,20.00,15.06,17.53,0.00,200.00,2451.57,0.00,434.16
7462,-1.07,10.00,20.00,14.94,17.47,0.00,200.00,2677.23,0.00,434.16
7463,-2.76,10.00,20.00,14.81,17.41,0.00,200.00,2888.68,0.00,434.16
7464,-4.40,10.00,20.00,14.67,17.33,0.00,200.00,3097.01,0.00,434.16
7465,-5.50,10.00,20.00,14.52,17.26,0.00,200.00,3239.83,0.00,434.16
7466,-6.18,10.00,20.00,14.36,17.18,0.00,200.00,3332.65,0.00,434.16
7467,-6.39,10.00,20.00,14.21,17.10,0.00,200.00,3369.34,0.00,434.16
7468,-6.13,10.00,20.00,14.06,17.03,0.00,200.00,3347.58,0.00,434.16
7469,-5.39,10.00,20.00,13.92,16.96,0.00,200.00,3268.97,0.00,434.16
7470,-4.24,10.00,20.00,13.80,16.90,0.00,200.00,3138.94,0.00,434.16
7471,-2.75,10.00,20.00,13.70,16.85,0.00,200.00,2966.42,0.00,434.16
7472,-1.02,10.00,20.00,13.64,16.82,351.21,200.00,2635.32,0.00,434.16
7473,0.83,10.00,20.00,13.62,16.81,641.95,200.00,2307.88,0.00,434.16
7474,2.69,10.00,20.00,13.73,16.86,2081.91,200.00,1558.96,0.00,434.16
7475,4.43,10.00,20.00,14.05,17.03,5019.29,200.00,272.09,0.00,434.16
7476,5.93,10.00,24.30,14.59,19.44,7366.62,200.00,0.00,0.00,527.48
7477,7.09,10.00,20.56,14.93,17.74,5010.84,200.00,0.00,0.00,446.37
7478,7.84,10.00,20.00,15.06,17.53,2062.92,200.00,858.13,0.00,434.16
7479,8.13,10.00,20.00,15.08,17.54,637.09,200.00,1333.44,0.00,434.16
7480,7.94,10.00,20.00,15.09,17.55,351.41,200.00,1457.58,0.00,434.16
7481,7.28,10.00,20.00,15.07,17.53,0.00,200.00,1663.11,0.00,434.16
7482,6.22,10.00,20.00,15.03,17.51,0.00,200.00,1793.08,0.00,434.16
7483,4.81,10.00,20.00,14.98,17.49,0.00,200.00,1965.13,0.00,434.16
7484,3.16,10.00,20.00,14.91,17.45,0.00,200.00,2167.59,0.00,434.16
7485,1.39,10.00,20.00,14.82,17.41,0.00,200.00,2386.72,0.00,434.16
7486,-0.39,10.00,20.00,14.72,17.36,0.00,200.00,2607.69,0.00,434.16
7487,-2.05,10.00,20.00,14.60,17.30,0.00,200.00,2815.52,0.00,434.16
7488,-3.68,10.00,20.00,14.47,17.24,0.00,200.00,3021.04,0.00,434.16
7489,-4.77,10.00,20.00,14.33,17.17,0.00,200.00,3162.50,0.00,434.16
7490,-5.46,10.00,20.00,14.19,17.09,0.00,200.00,3255.11,0.00,434.16
7491,-5.69,10.00,20.00,14.04,17.02,0.00,200.00,3292.76,0.00,434.16
7492,-5.44,10.00,20.00,13.90,16.95,0.00,200.00,3273.09,0.00,434.16
7493,-4.74,10.00,20.00,13.78,16.89,0.00,200.00,3197.69,0.00,434.16
7494,-3.63,10.00,20.00,13.66,16.83,0.00,200.00,3071.96,0.00,434.16
7495,-2.19,10.00,20.00,13.57,16.79,0.00,200.00,2904.79,0.00,434.16
7496,-0.52,10.00,20.00,13.52,16.76,344.21,200.00,2582.56,0.00,434.16
7497,1.28,10.00,20.00,13.51,16.75,620.42,200.00,2267.70,0.00,434.16
7498,3.06,10.00,20.00,13.61,16.80,1962.38,200.00,1562.65,0.00,434.16
7499,4.73,10.00,20.00,13.93,16.96,4902.81,200.00,284.03,0.00,434.16
7500,6.14,10.00,24.42,14.47,19.45,7371.78,200.00,0.00,0.00,530.14
7501,7.22,10.00,20.39,14.81,17.60,4893.93,200.00,0.00,0.00,442.55
7502,7.88,10.00,20.00,14.93,17.46,1944.01,200.00,902.18,0.00,434.16
7503,8.08,10.00,20.00,14.96,17.48,617.15,200.00,1352.90,0.00,434.16
7504,7.80,10.00,20.00,14.96,17.48,344.40,200.00,1483.59,0.00,434.16
7505,7.05,10.00,20.00,14.94,17.47,0.00,200.00,1697.94,0.00,434.16
7506,5.89,10.00,20.00,14.90,17.45,0.00,200.00,1839.29,0.00,434.16
7507,4.39,10.00,20.00,14.85,17.42,0.00,200.00,2022.62,0.00,434.16
7508,2.65,10.00,20.00,14.78,17.39,0.00,200.00,2236.18,0.00,434.16
7509,0.79,10.00,20.00,14.69,17.34,0.00,200.00,2466.10,0.00,434.16
7510,-1.07,10.00,20.00,14.58,17.29,0.00,200.00,2697.44,0.00,434.16
7511,-2.81,10.00,20.00,14.46,17.23,0.00,200.00,2915.12,0.00,434.16
7512,-4.51,10.00,20.00,14.32,17.16,0.00,200.00,3129.54,0.00,434.16
7513,-5.67,10.00,20.00,14.17,17.09,0.00,200.00,3279.52,0.00,434.16
7514,-6.41,10.00,20.00,14.02,17.01,0.00,200.00,3379.84,0.00,434.16
7515,-6.69,10.00,20.00,13.87,16.93,0.00,200.00,3424.32,0.00,434.16
7516,-6.49,10.00,20.00,13.72,16.86,0.00,200.00,3410.54,0.00,434.16
7517,-5.82,10.00,20.00,13.59,16.79,0.00,200.00,3340.01,0.00,434.16
7518,-4.74,10.00,20.00,13.47,16.73,0.00,200.00,3218.11,0.00,434.16
7519,-3.32,10.00,20.00,13.37,16.68,0.00,200.00,3053.65,0.00,434.16
